SKU,日期,销量,渠道
SKU001,2025-09-05,39,独立站
SKU002,2025-09-05,53,亚马逊
SKU002,2025-09-05,25,独立站
SKU003,2025-09-05,113,亚马逊
SKU003,2025-09-05,55,独立站
SKU001,2025-09-06,73,亚马逊
SKU001,2025-09-06,35,独立站
SKU002,2025-09-06,61,亚马逊
SKU002,2025-09-06,20,独立站
SKU003,2025-09-06,132,亚马逊
SKU003,2025-09-06,45,独立站
SKU001,2025-09-07,84,亚马逊
SKU001,2025-09-07,29,独立站
SKU002,2025-09-07,49,亚马逊
SKU002,2025-09-07,17,独立站
SKU003,2025-09-07,145,亚马逊
SKU003,2025-09-07,54,独立站
SKU001,2025-09-08,78,亚马逊
SKU001,2025-09-08,42,独立站
SKU002,2025-09-08,58,亚马逊
SKU002,2025-09-08,21,独立站
SKU003,2025-09-08,112,亚马逊
SKU003,2025-09-08,49,独立站
SKU001,2025-09-09,70,亚马逊
SKU001,2025-09-09,34,独立站
SKU002,2025-09-09,59,亚马逊
SKU002,2025-09-09,24,独立站
SKU003,2025-09-09,135,亚马逊
SKU003,2025-09-09,52,独立站
SKU001,2025-09-10,80,亚马逊
SKU001,2025-09-10,34,独立站
SKU002,2025-09-10,34,亚马逊
SKU002,2025-09-10,14,独立站
SKU003,2025-09-10,146,亚马逊
SKU003,2025-09-10,74,独立站
SKU001,2025-09-11,79,亚马逊
SKU001,2025-09-11,32,独立站
SKU002,2025-09-11,60,亚马逊
SKU002,2025-09-11,21,独立站
SKU003,2025-09-11,105,亚马逊
SKU003,2025-09-11,49,独立站
SKU001,2025-09-12,88,亚马逊
SKU001,2025-09-12,35,独立站
SKU002,2025-09-12,42,亚马逊
SKU002,2025-09-12,21,独立站
SKU003,2025-09-12,95,亚马逊
SKU003,2025-09-12,43,独立站
SKU001,2025-09-13,82,亚马逊
SKU001,2025-09-13,29,独立站
SKU002,2025-09-13,59,亚马逊
SKU002,2025-09-13,27,独立站
SKU003,2025-09-13,106,亚马逊
SKU003,2025-09-13,53,独立站
SKU001,2025-09-14,81,亚马逊
SKU001,2025-09-14,39,独立站
SKU002,2025-09-14,50,亚马逊
SKU002,2025-09-14,25,独立站
SKU003,2025-09-14,120,亚马逊
SKU003,2025-09-14,45,独立站
SKU001,2025-09-15,73,亚马逊
SKU001,2025-09-15,39,独立站
SKU002,2025-09-15,61,亚马逊
SKU002,2025-09-15,23,独立站
SKU003,2025-09-15,116,亚马逊
SKU003,2025-09-15,56,独立站
SKU001,2025-09-16,78,亚马逊
SKU001,2025-09-16,34,独立站
SKU002,2025-09-16,40,亚马逊
SKU002,2025-09-16,23,独立站
SKU003,2025-09-16,130,亚马逊
SKU003,2025-09-16,52,独立站
SKU001,2025-09-17,78,亚马逊
SKU001,2025-09-17,35,独立站
SKU002,2025-09-17,63,亚马逊
SKU002,2025-09-17,23,独立站
SKU003,2025-09-17,97,亚马逊
SKU003,2025-09-17,42,独立站
SKU001,2025-09-18,92,亚马逊
SKU001,2025-09-18,41,独立站
SKU002,2025-09-18,53,亚马逊
SKU002,2025-09-18,22,独立站
SKU003,2025-09-18,115,亚马逊
SKU003,2025-09-18,49,独立站
SKU001,2025-09-19,90,亚马逊
SKU001,2025-09-19,42,独立站
SKU002,2025-09-19,53,亚马逊
SKU002,2025-09-19,22,独立站
SKU003,2025-09-19,138,亚马逊
SKU003,2025-09-19,56,独立站
SKU001,2025-09-20,80,亚马逊
SKU001,2025-09-20,42,独立站
SKU002,2025-09-20,53,亚马逊
SKU002,2025-09-20,24,独立站
SKU003,2025-09-20,105,亚马逊
SKU003,2025-09-20,48,独立站
SKU001,2025-09-21,68,亚马逊
SKU001,2025-09-21,34,独立站
SKU002,2025-09-21,47,亚马逊
SKU002,2025-09-21,26,独立站
SKU003,2025-09-21,115,亚马逊
SKU003,2025-09-21,49,独立站
SKU001,2025-09-22,64,亚马逊
SKU001,2025-09-22,28,独立站
SKU002,2025-09-22,57,亚马逊
SKU002,2025-09-22,21,独立站
SKU003,2025-09-22,101,亚马逊
SKU003,2025-09-22,43,独立站
SKU001,2025-09-23,97,亚马逊
SKU001,2025-09-23,40,独立站
SKU002,2025-09-23,45,亚马逊
SKU002,2025-09-23,23,独立站
SKU003,2025-09-23,117,亚马逊
SKU003,2025-09-23,48,独立站
SKU001,2025-09-24,85,亚马逊
SKU001,2025-09-24,33,独立站
SKU002,2025-09-24,56,亚马逊
SKU002,2025-09-24,31,独立站
SKU003,2025-09-24,108,亚马逊
SKU003,2025-09-24,41,独立站
SKU001,2025-09-25,72,亚马逊
SKU001,2025-09-25,27,独立站
SKU002,2025-09-25,48,亚马逊
SKU002,2025-09-25,20,独立站
SKU003,2025-09-25,96,亚马逊
SKU003,2025-09-25,44,独立站
SKU001,2025-09-26,80,亚马逊
SKU001,2025-09-26,33,独立站
SKU002,2025-09-26,47,亚马逊
SKU002,2025-09-26,21,独立站
SKU003,2025-09-26,111,亚马逊
SKU003,2025-09-26,61,独立站
SKU001,2025-09-27,81,亚马逊
SKU001,2025-09-27,31,独立站
SKU002,2025-09-27,60,亚马逊
SKU002,2025-09-27,23,独立站
SKU003,2025-09-27,120,亚马逊
SKU003,2025-09-27,58,独立站
SKU001,2025-09-28,105,亚马逊
SKU001,2025-09-28,45,独立站
SKU002,2025-09-28,70,亚马逊
SKU002,2025-09-28,23,独立站
SKU003,2025-09-28,155,亚马逊
SKU003,2025-09-28,63,独立站
SKU001,2025-09-29,76,亚马逊
SKU001,2025-09-29,39,独立站
SKU002,2025-09-29,51,亚马逊
SKU002,2025-09-29,20,独立站
SKU003,2025-09-29,119,亚马逊
SKU003,2025-09-29,45,独立站
SKU001,2025-09-30,95,亚马逊
SKU001,2025-09-30,41,独立站
SKU002,2025-09-30,46,亚马逊
SKU002,2025-09-30,16,独立站
SKU003,2025-09-30,140,亚马逊
SKU003,2025-09-30,46,独立站
SKU001,2025-10-01,84,亚马逊
SKU001,2025-10-01,39,独立站
SKU002,2025-10-01,48,亚马逊
SKU002,2025-10-01,24,独立站
SKU003,2025-10-01,116,亚马逊
SKU003,2025-10-01,50,独立站
SKU001,2025-10-02,79,亚马逊
SKU001,2025-10-02,28,独立站
SKU002,2025-10-02,48,亚马逊
SKU002,2025-10-02,19,独立站
SKU003,2025-10-02,115,亚马逊
SKU003,2025-10-02,55,独立站
SKU001,2025-10-03,97,亚马逊
SKU001,2025-10-03,36,独立站
SKU002,2025-10-03,46,亚马逊
SKU002,2025-10-03,21,独立站
SKU003,2025-10-03,139,亚马逊
SKU003,2025-10-03,49,独立站
SKU001,2025-10-04,77,亚马逊
SKU001,2025-10-04,29,独立站
SKU002,2025-10-04,54,亚马逊
SKU002,2025-10-04,21,独立站
SKU003,2025-10-04,131,亚马逊
SKU003,2025-10-04,57,独立站
SKU001,2025-10-05,74,亚马逊
SKU001,2025-10-05,31,独立站
SKU002,2025-10-05,57,亚马逊
SKU002,2025-10-05,25,独立站
SKU003,2025-10-05,123,亚马逊
SKU003,2025-10-05,46,独立站
SKU001,2025-10-06,86,亚马逊
SKU001,2025-10-06,35,独立站
SKU002,2025-10-06,53,亚马逊
SKU002,2025-10-06,18,独立站
SKU003,2025-10-06,119,亚马逊
SKU003,2025-10-06,48,独立站
SKU001,2025-10-07,87,亚马逊
SKU001,2025-10-07,38,独立站
SKU002,2025-10-07,50,亚马逊
SKU002,2025-10-07,18,独立站
SKU003,2025-10-07,106,亚马逊
SKU003,2025-10-07,56,独立站
SKU001,2025-10-08,78,亚马逊
SKU001,2025-10-08,38,独立站
SKU002,2025-10-08,63,亚马逊
SKU002,2025-10-08,27,独立站
SKU003,2025-10-08,85,亚马逊
SKU003,2025-10-08,41,独立站
SKU001,2025-10-09,79,亚马逊
SKU001,2025-10-09,35,独立站
SKU002,2025-10-09,44,亚马逊
SKU002,2025-10-09,23,独立站
SKU003,2025-10-09,117,亚马逊
SKU003,2025-10-09,51,独立站
SKU001,2025-10-10,67,亚马逊
SKU001,2025-10-10,34,独立站
SKU002,2025-10-10,56,亚马逊
SKU002,2025-10-10,24,独立站
SKU003,2025-10-10,99,亚马逊
SKU003,2025-10-10,39,独立站
SKU001,2025-10-11,84,亚马逊
SKU001,2025-10-11,41,独立站
SKU002,2025-10-11,50,亚马逊
SKU002,2025-10-11,22,独立站
SKU003,2025-10-11,90,亚马逊
SKU003,2025-10-11,36,独立站
SKU001,2025-10-12,94,亚马逊
SKU001,2025-10-12,36,独立站
SKU002,2025-10-12,58,亚马逊
SKU002,2025-10-12,24,独立站
SKU003,2025-10-12,143,亚马逊
SKU003,2025-10-12,60,独立站
SKU001,2025-10-13,85,亚马逊
SKU001,2025-10-13,36,独立站
SKU002,2025-10-13,66,亚马逊
SKU002,2025-10-13,29,独立站
SKU003,2025-10-13,100,亚马逊
SKU003,2025-10-13,46,独立站
SKU001,2025-10-14,82,亚马逊
SKU001,2025-10-14,34,独立站
SKU002,2025-10-14,53,亚马逊
SKU002,2025-10-14,18,独立站
SKU003,2025-10-14,86,亚马逊
SKU003,2025-10-14,41,独立站
SKU001,2025-10-15,82,亚马逊
SKU001,2025-10-15,37,独立站
SKU002,2025-10-15,46,亚马逊
SKU002,2025-10-15,25,独立站
SKU003,2025-10-15,106,亚马逊
SKU003,2025-10-15,45,独立站
SKU001,2025-10-16,73,亚马逊
SKU001,2025-10-16,34,独立站
SKU002,2025-10-16,57,亚马逊
SKU002,2025-10-16,21,独立站
SKU003,2025-10-16,107,亚马逊
SKU003,2025-10-16,53,独立站
SKU001,2025-10-17,71,亚马逊
SKU001,2025-10-17,28,独立站
SKU002,2025-10-17,44,亚马逊
SKU002,2025-10-17,20,独立站
SKU003,2025-10-17,117,亚马逊
SKU003,2025-10-17,46,独立站
SKU001,2025-10-18,89,亚马逊
SKU001,2025-10-18,40,独立站
SKU002,2025-10-18,47,亚马逊
SKU002,2025-10-18,18,独立站
SKU003,2025-10-18,122,亚马逊
SKU003,2025-10-18,45,独立站
SKU001,2025-10-19,81,亚马逊
SKU001,2025-10-19,39,独立站
SKU002,2025-10-19,65,亚马逊
SKU002,2025-10-19,24,独立站
SKU003,2025-10-19,127,亚马逊
SKU003,2025-10-19,63,独立站
SKU001,2025-10-20,69,亚马逊
SKU001,2025-10-20,24,独立站
SKU002,2025-10-20,49,亚马逊
SKU002,2025-10-20,19,独立站
SKU003,2025-10-20,106,亚马逊
SKU003,2025-10-20,51,独立站
SKU001,2025-10-21,85,亚马逊
SKU001,2025-10-21,30,独立站
SKU002,2025-10-21,53,亚马逊
SKU002,2025-10-21,22,独立站
SKU003,2025-10-21,122,亚马逊
SKU003,2025-10-21,54,独立站
SKU001,2025-10-22,85,亚马逊
SKU001,2025-10-22,38,独立站
SKU002,2025-10-22,52,亚马逊
SKU002,2025-10-22,19,独立站
SKU003,2025-10-22,104,亚马逊
SKU003,2025-10-22,43,独立站
SKU001,2025-10-23,82,亚马逊
SKU001,2025-10-23,28,独立站
SKU002,2025-10-23,58,亚马逊
SKU002,2025-10-23,21,独立站
SKU003,2025-10-23,95,亚马逊
SKU003,2025-10-23,44,独立站
SKU001,2025-10-24,62,亚马逊
SKU001,2025-10-24,25,独立站
SKU002,2025-10-24,64,亚马逊
SKU002,2025-10-24,21,独立站
SKU003,2025-10-24,103,亚马逊
SKU003,2025-10-24,52,独立站
SKU001,2025-10-25,70,亚马逊
SKU001,2025-10-25,29,独立站
SKU002,2025-10-25,44,亚马逊
SKU002,2025-10-25,23,独立站
SKU003,2025-10-25,125,亚马逊
SKU003,2025-10-25,56,独立站
SKU001,2025-10-26,71,亚马逊
SKU001,2025-10-26,38,独立站
SKU002,2025-10-26,62,亚马逊
SKU002,2025-10-26,26,独立站
SKU003,2025-10-26,105,亚马逊
SKU003,2025-10-26,43,独立站
SKU001,2025-10-27,90,亚马逊
SKU001,2025-10-27,30,独立站
SKU002,2025-10-27,51,亚马逊
SKU002,2025-10-27,18,独立站
SKU003,2025-10-27,93,亚马逊
SKU003,2025-10-27,52,独立站
SKU001,2025-10-28,89,亚马逊
SKU001,2025-10-28,42,独立站
SKU002,2025-10-28,56,亚马逊
SKU002,2025-10-28,18,独立站
SKU003,2025-10-28,119,亚马逊
SKU003,2025-10-28,54,独立站
SKU001,2025-10-29,75,亚马逊
SKU001,2025-10-29,33,独立站
SKU002,2025-10-29,63,亚马逊
SKU002,2025-10-29,22,独立站
SKU003,2025-10-29,109,亚马逊
SKU003,2025-10-29,40,独立站
SKU001,2025-10-30,71,亚马逊
SKU001,2025-10-30,33,独立站
SKU002,2025-10-30,65,亚马逊
SKU002,2025-10-30,29,独立站
SKU003,2025-10-30,123,亚马逊
SKU003,2025-10-30,52,独立站
SKU001,2025-10-31,75,亚马逊
SKU001,2025-10-31,29,独立站
SKU002,2025-10-31,43,亚马逊
SKU002,2025-10-31,20,独立站
SKU003,2025-10-31,90,亚马逊
SKU003,2025-10-31,41,独立站
SKU001,2025-11-01,85,亚马逊
SKU001,2025-11-01,36,独立站
SKU002,2025-11-01,67,亚马逊
SKU002,2025-11-01,24,独立站
SKU003,2025-11-01,141,亚马逊
SKU003,2025-11-01,50,独立站
SKU001,2025-11-02,76,亚马逊
SKU001,2025-11-02,34,独立站
SKU002,2025-11-02,55,亚马逊
SKU002,2025-11-02,21,独立站
SKU003,2025-11-02,124,亚马逊
SKU003,2025-11-02,46,独立站
SKU001,2025-11-03,86,亚马逊
SKU001,2025-11-03,35,独立站
SKU002,2025-11-03,49,亚马逊
SKU002,2025-11-03,24,独立站
SKU003,2025-11-03,99,亚马逊
SKU003,2025-11-03,44,独立站
SKU001,2025-11-04,103,亚马逊
SKU001,2025-11-04,40,独立站
SKU002,2025-11-04,66,亚马逊
SKU002,2025-11-04,32,独立站
SKU003,2025-11-04,135,亚马逊
SKU003,2025-11-04,50,独立站
SKU001,2025-11-05,95,亚马逊
SKU001,2025-11-05,33,独立站
SKU002,2025-11-05,53,亚马逊
SKU002,2025-11-05,22,独立站
SKU003,2025-11-05,115,亚马逊
SKU003,2025-11-05,52,独立站
SKU001,2025-11-06,78,亚马逊
SKU001,2025-11-06,35,独立站
SKU002,2025-11-06,53,亚马逊
SKU002,2025-11-06,23,独立站
SKU003,2025-11-06,121,亚马逊
SKU003,2025-11-06,42,独立站
SKU001,2025-11-07,90,亚马逊
SKU001,2025-11-07,40,独立站
SKU002,2025-11-07,59,亚马逊
SKU002,2025-11-07,23,独立站
SKU003,2025-11-07,132,亚马逊
SKU003,2025-11-07,51,独立站
SKU001,2025-11-08,114,亚马逊
SKU001,2025-11-08,44,独立站
SKU002,2025-11-08,58,亚马逊
SKU002,2025-11-08,25,独立站
SKU003,2025-11-08,111,亚马逊
SKU003,2025-11-08,53,独立站
SKU001,2025-11-09,86,亚马逊
SKU001,2025-11-09,37,独立站
SKU002,2025-11-09,48,亚马逊
SKU002,2025-11-09,21,独立站
SKU003,2025-11-09,101,亚马逊
SKU003,2025-11-09,46,独立站
SKU001,2025-11-10,72,亚马逊
SKU001,2025-11-10,31,独立站
SKU002,2025-11-10,53,亚马逊
SKU002,2025-11-10,22,独立站
SKU003,2025-11-10,108,亚马逊
SKU003,2025-11-10,52,独立站
SKU001,2025-11-11,81,亚马逊
SKU001,2025-11-11,39,独立站
SKU002,2025-11-11,51,亚马逊
SKU002,2025-11-11,21,独立站
SKU003,2025-11-11,127,亚马逊
SKU003,2025-11-11,51,独立站
SKU001,2025-11-12,69,亚马逊
SKU001,2025-11-12,37,独立站
SKU002,2025-11-12,47,亚马逊
SKU002,2025-11-12,20,独立站
SKU003,2025-11-12,139,亚马逊
SKU003,2025-11-12,52,独立站
SKU001,2025-11-13,84,亚马逊
SKU001,2025-11-13,29,独立站
SKU002,2025-11-13,57,亚马逊
SKU002,2025-11-13,24,独立站
SKU003,2025-11-13,122,亚马逊
SKU003,2025-11-13,44,独立站
SKU001,2025-11-14,88,亚马逊
SKU001,2025-11-14,39,独立站
SKU002,2025-11-14,67,亚马逊
SKU002,2025-11-14,26,独立站
SKU003,2025-11-14,140,亚马逊
SKU003,2025-11-14,51,独立站
SKU001,2025-11-15,93,亚马逊
SKU001,2025-11-15,39,独立站
SKU002,2025-11-15,57,亚马逊
SKU002,2025-11-15,27,独立站
SKU003,2025-11-15,129,亚马逊
SKU003,2025-11-15,59,独立站
SKU001,2025-11-16,79,亚马逊
SKU001,2025-11-16,35,独立站
SKU002,2025-11-16,66,亚马逊
SKU002,2025-11-16,25,独立站
SKU003,2025-11-16,114,亚马逊
SKU003,2025-11-16,55,独立站
SKU001,2025-11-17,82,亚马逊
SKU001,2025-11-17,28,独立站
SKU002,2025-11-17,53,亚马逊
SKU002,2025-11-17,20,独立站
SKU003,2025-11-17,107,亚马逊
SKU003,2025-11-17,42,独立站
SKU001,2025-11-18,96,亚马逊
SKU001,2025-11-18,39,独立站
SKU002,2025-11-18,52,亚马逊
SKU002,2025-11-18,18,独立站
SKU003,2025-11-18,108,亚马逊
SKU003,2025-11-18,52,独立站
SKU001,2025-11-19,92,亚马逊
SKU001,2025-11-19,45,独立站
SKU002,2025-11-19,59,亚马逊
SKU002,2025-11-19,20,独立站
SKU003,2025-11-19,121,亚马逊
SKU003,2025-11-19,48,独立站
SKU001,2025-11-20,57,亚马逊
SKU001,2025-11-20,28,独立站
SKU002,2025-11-20,65,亚马逊
SKU002,2025-11-20,22,独立站
SKU003,2025-11-20,130,亚马逊
SKU003,2025-11-20,53,独立站
SKU001,2025-11-21,85,亚马逊
SKU001,2025-11-21,37,独立站
SKU002,2025-11-21,57,亚马逊
SKU002,2025-11-21,19,独立站
SKU003,2025-11-21,104,亚马逊
SKU003,2025-11-21,56,独立站
SKU001,2025-11-22,93,亚马逊
SKU001,2025-11-22,34,独立站
SKU002,2025-11-22,47,亚马逊
SKU002,2025-11-22,18,独立站
SKU003,2025-11-22,132,亚马逊
SKU003,2025-11-22,42,独立站
SKU001,2025-11-23,80,亚马逊
SKU001,2025-11-23,32,独立站
SKU002,2025-11-23,44,亚马逊
SKU002,2025-11-23,20,独立站
SKU003,2025-11-23,137,亚马逊
SKU003,2025-11-23,50,独立站
SKU001,2025-11-24,90,亚马逊
SKU001,2025-11-24,37,独立站
SKU002,2025-11-24,50,亚马逊
SKU002,2025-11-24,17,独立站
SKU003,2025-11-24,105,亚马逊
SKU003,2025-11-24,51,独立站
SKU001,2025-11-25,80,亚马逊
SKU001,2025-11-25,38,独立站
SKU002,2025-11-25,49,亚马逊
SKU002,2025-11-25,19,独立站
SKU003,2025-11-25,115,亚马逊
SKU003,2025-11-25,39,独立站
SKU001,2025-11-26,62,亚马逊
SKU001,2025-11-26,33,独立站
SKU002,2025-11-26,44,亚马逊
SKU002,2025-11-26,23,独立站
SKU003,2025-11-26,135,亚马逊
SKU003,2025-11-26,55,独立站
SKU001,2025-11-27,121,亚马逊
SKU001,2025-11-27,51,独立站
SKU002,2025-11-27,37,亚马逊
SKU002,2025-11-27,19,独立站
SKU003,2025-11-27,121,亚马逊
SKU003,2025-11-27,48,独立站
SKU001,2025-11-28,87,亚马逊
SKU001,2025-11-28,29,独立站
SKU002,2025-11-28,67,亚马逊
SKU002,2025-11-28,23,独立站
SKU003,2025-11-28,118,亚马逊
SKU003,2025-11-28,54,独立站
SKU001,2025-11-29,73,亚马逊
SKU001,2025-11-29,26,独立站
SKU002,2025-11-29,38,亚马逊
SKU002,2025-11-29,20,独立站
SKU003,2025-11-29,106,亚马逊
SKU003,2025-11-29,50,独立站
SKU001,2025-11-30,87,亚马逊
SKU001,2025-11-30,33,独立站
SKU002,2025-11-30,49,亚马逊
SKU002,2025-11-30,27,独立站
SKU003,2025-11-30,151,亚马逊
SKU003,2025-11-30,49,独立站
SKU001,2025-12-01,76,亚马逊
SKU001,2025-12-01,30,独立站
SKU002,2025-12-01,66,亚马逊
SKU002,2025-12-01,31,独立站
SKU003,2025-12-01,135,亚马逊
SKU003,2025-12-01,53,独立站
SKU001,2025-12-02,106,亚马逊
SKU001,2025-12-02,40,独立站
SKU002,2025-12-02,65,亚马逊
SKU002,2025-12-02,23,独立站
SKU003,2025-12-02,145,亚马逊
SKU003,2025-12-02,52,独立站
SKU001,2025-12-03,104,亚马逊
SKU001,2025-12-03,44,独立站
SKU002,2025-12-03,47,亚马逊
SKU002,2025-12-03,21,独立站
SKU003,2025-12-03,140,亚马逊
SKU003,2025-12-03,68,独立站
SKU001,2025-12-04,96,亚马逊
SKU001,2025-12-04,35,独立站
SKU002,2025-12-04,75,亚马逊
SKU002,2025-12-04,25,独立站
SKU003,2025-12-04,133,亚马逊
SKU003,2025-12-04,59,独立站
SKU001,2025-12-05,77,亚马逊
SKU001,2025-12-05,40,独立站
SKU002,2025-12-05,55,亚马逊
SKU002,2025-12-05,22,独立站
SKU003,2025-12-05,167,亚马逊
SKU003,2025-12-05,64,独立站
SKU001,2025-12-06,88,亚马逊
SKU001,2025-12-06,44,独立站
SKU002,2025-12-06,55,亚马逊
SKU002,2025-12-06,22,独立站
SKU003,2025-12-06,128,亚马逊
SKU003,2025-12-06,64,独立站
SKU001,2025-12-07,94,亚马逊
SKU001,2025-12-07,31,独立站
SKU002,2025-12-07,67,亚马逊
SKU002,2025-12-07,32,独立站
SKU003,2025-12-07,131,亚马逊
SKU003,2025-12-07,60,独立站
SKU001,2025-12-08,103,亚马逊
SKU001,2025-12-08,43,独立站
SKU002,2025-12-08,58,亚马逊
SKU002,2025-12-08,22,独立站
SKU003,2025-12-08,157,亚马逊
SKU003,2025-12-08,58,独立站
SKU001,2025-12-09,105,亚马逊
SKU001,2025-12-09,42,独立站
SKU002,2025-12-09,64,亚马逊
SKU002,2025-12-09,27,独立站
SKU003,2025-12-09,140,亚马逊
SKU003,2025-12-09,63,独立站
SKU001,2025-12-10,86,亚马逊
SKU001,2025-12-10,38,独立站
SKU002,2025-12-10,61,亚马逊
SKU002,2025-12-10,22,独立站
SKU003,2025-12-10,179,亚马逊
SKU003,2025-12-10,67,独立站
SKU001,2025-12-11,121,亚马逊
SKU001,2025-12-11,55,独立站
SKU002,2025-12-11,66,亚马逊
SKU002,2025-12-11,27,独立站
SKU003,2025-12-11,134,亚马逊
SKU003,2025-12-11,54,独立站
SKU001,2025-12-12,110,亚马逊
SKU001,2025-12-12,41,独立站
SKU002,2025-12-12,55,亚马逊
SKU002,2025-12-12,26,独立站
SKU003,2025-12-12,147,亚马逊
SKU003,2025-12-12,71,独立站
SKU001,2025-12-13,81,亚马逊
SKU001,2025-12-13,35,独立站
SKU002,2025-12-13,78,亚马逊
SKU002,2025-12-13,26,独立站
SKU003,2025-12-13,163,亚马逊
SKU003,2025-12-13,68,独立站
SKU001,2025-12-14,91,亚马逊
SKU001,2025-12-14,33,独立站
SKU002,2025-12-14,51,亚马逊
SKU002,2025-12-14,21,独立站
SKU003,2025-12-14,122,亚马逊
SKU003,2025-12-14,42,独立站
SKU001,2025-12-15,105,亚马逊
SKU001,2025-12-15,41,独立站
SKU002,2025-12-15,65,亚马逊
SKU002,2025-12-15,29,独立站
SKU003,2025-12-15,136,亚马逊
SKU003,2025-12-15,61,独立站
SKU001,2025-12-16,90,亚马逊
SKU001,2025-12-16,38,独立站
SKU002,2025-12-16,56,亚马逊
SKU002,2025-12-16,20,独立站
SKU003,2025-12-16,112,亚马逊
SKU003,2025-12-16,47,独立站
SKU001,2025-12-17,96,亚马逊
SKU001,2025-12-17,40,独立站
SKU002,2025-12-17,59,亚马逊
SKU002,2025-12-17,28,独立站
SKU003,2025-12-17,133,亚马逊
SKU003,2025-12-17,64,独立站
SKU001,2025-12-18,96,亚马逊
SKU001,2025-12-18,44,独立站
SKU002,2025-12-18,53,亚马逊
SKU002,2025-12-18,30,独立站
SKU003,2025-12-18,169,亚马逊
SKU003,2025-12-18,67,独立站
SKU001,2025-12-19,86,亚马逊
SKU001,2025-12-19,37,独立站
SKU002,2025-12-19,68,亚马逊
SKU002,2025-12-19,32,独立站
SKU003,2025-12-19,138,亚马逊
SKU003,2025-12-19,61,独立站
SKU001,2025-12-20,88,亚马逊
SKU001,2025-12-20,33,独立站
SKU002,2025-12-20,64,亚马逊
SKU002,2025-12-20,23,独立站
SKU003,2025-12-20,157,亚马逊
SKU003,2025-12-20,54,独立站
SKU001,2025-12-21,106,亚马逊
SKU001,2025-12-21,41,独立站
SKU002,2025-12-21,61,亚马逊
SKU002,2025-12-21,23,独立站
SKU003,2025-12-21,139,亚马逊
SKU003,2025-12-21,50,独立站
SKU001,2025-12-22,107,亚马逊
SKU001,2025-12-22,46,独立站
SKU002,2025-12-22,67,亚马逊
SKU002,2025-12-22,29,独立站
SKU003,2025-12-22,134,亚马逊
SKU003,2025-12-22,66,独立站
SKU001,2025-12-23,85,亚马逊
SKU001,2025-12-23,37,独立站
SKU002,2025-12-23,57,亚马逊
SKU002,2025-12-23,25,独立站
SKU003,2025-12-23,133,亚马逊
SKU003,2025-12-23,51,独立站
SKU001,2025-12-24,100,亚马逊
SKU001,2025-12-24,43,独立站
SKU002,2025-12-24,69,亚马逊
SKU002,2025-12-24,34,独立站
SKU003,2025-12-24,144,亚马逊
SKU003,2025-12-24,62,独立站
SKU001,2025-12-25,100,亚马逊
SKU001,2025-12-25,40,独立站
SKU002,2025-12-25,63,亚马逊
SKU002,2025-12-25,35,独立站
SKU003,2025-12-25,125,亚马逊
SKU003,2025-12-25,57,独立站
SKU001,2025-12-26,109,亚马逊
SKU001,2025-12-26,36,独立站
SKU002,2025-12-26,56,亚马逊
SKU002,2025-12-26,25,独立站
SKU003,2025-12-26,157,亚马逊
SKU003,2025-12-26,61,独立站
SKU001,2025-12-27,81,亚马逊
SKU001,2025-12-27,37,独立站
SKU002,2025-12-27,70,亚马逊
SKU002,2025-12-27,26,独立站
SKU003,2025-12-27,143,亚马逊
SKU003,2025-12-27,57,独立站
SKU001,2025-12-28,98,亚马逊
SKU001,2025-12-28,47,独立站
SKU002,2025-12-28,75,亚马逊
SKU002,2025-12-28,25,独立站
SKU003,2025-12-28,167,亚马逊
SKU003,2025-12-28,79,独立站
SKU001,2025-12-29,79,亚马逊
SKU001,2025-12-29,36,独立站
SKU002,2025-12-29,45,亚马逊
SKU002,2025-12-29,23,独立站
SKU003,2025-12-29,144,亚马逊
SKU003,2025-12-29,53,独立站
SKU001,2025-12-30,79,亚马逊
SKU001,2025-12-30,36,独立站
SKU002,2025-12-30,68,亚马逊
SKU002,2025-12-30,24,独立站
SKU003,2025-12-30,175,亚马逊
SKU003,2025-12-30,58,独立站
SKU001,2025-12-31,101,亚马逊
SKU001,2025-12-31,40,独立站
SKU002,2025-12-31,73,亚马逊
SKU002,2025-12-31,26,独立站
SKU003,2025-12-31,183,亚马逊
SKU003,2025-12-31,64,独立站
